Date,Flow
5/4/2005 0:00,746
5/4/2005 3:00,134
5/4/2005 6:00,168
5/4/2005 9:00,1189
5/4/2005 12:00,1029
5/4/2005 15:00,1015
5/4/2005 18:00,1301
5/4/2005 21:00,866
5/5/2005 0:00,721
5/5/2005 3:00,147
5/5/2005 6:00,176
5/5/2005 9:00,1176
5/5/2005 12:00,1041
5/5/2005 15:00,1026
5/5/2005 18:00,1094
5/5/2005 21:00,877
5/6/2005 0:00,446
5/6/2005 3:00,136
5/6/2005 6:00,180
5/6/2005 9:00,1208
5/6/2005 12:00,1032
5/6/2005 15:00,1220
5/6/2005 18:00,1176
5/6/2005 21:00,913
5/7/2005 0:00,624
5/7/2005 3:00,222
5/7/2005 6:00,120
5/7/2005 9:00,529
5/7/2005 12:00,853
5/7/2005 15:00,1124
5/7/2005 18:00,902
5/7/2005 21:00,806
5/8/2005 0:00,728
5/8/2005 3:00,278
5/8/2005 6:00,129
5/8/2005 9:00,302
5/8/2005 12:00,762
5/8/2005 15:00,1010
5/8/2005 18:00,880
5/8/2005 21:00,812
5/9/2005 0:00,411
5/9/2005 3:00,113
5/9/2005 6:00,182
5/9/2005 9:00,1081
5/9/2005 12:00,934
5/9/2005 15:00,912
5/9/2005 18:00,1113
5/9/2005 21:00,798
5/10/2005 0:00,375
5/10/2005 3:00,109
5/10/2005 6:00,176
5/10/2005 9:00,1177
5/10/2005 12:00,970
5/10/2005 15:00,1051
5/10/2005 18:00,1239
5/10/2005 21:00,925
5/11/2005 0:00,418
5/11/2005 3:00,105
5/11/2005 6:00,180
5/11/2005 9:00,1206
5/11/2005 12:00,1088
5/11/2005 15:00,964
5/11/2005 18:00,1160
5/11/2005 21:00,800
5/12/2005 0:00,496
5/12/2005 3:00,150
5/12/2005 6:00,182
5/12/2005 9:00,1122
5/12/2005 12:00,982
5/12/2005 15:00,1014
5/12/2005 18:00,1310
5/12/2005 21:00,940
5/13/2005 0:00,437
5/13/2005 3:00,129
5/13/2005 6:00,196
5/13/2005 9:00,1120
5/13/2005 12:00,939
5/13/2005 15:00,884
5/13/2005 18:00,1174
5/13/2005 21:00,1065
5/14/2005 0:00,1215
5/14/2005 3:00,248
5/14/2005 6:00,123
5/14/2005 9:00,504
5/14/2005 12:00,864
5/14/2005 15:00,853
5/14/2005 18:00,918
5/14/2005 21:00,749
5/15/2005 0:00,1188
5/15/2005 3:00,324
5/15/2005 6:00,227
5/15/2005 9:00,505
5/15/2005 12:00,772
5/15/2005 15:00,988
5/15/2005 18:00,1425
5/15/2005 21:00,763
5/16/2005 0:00,408
5/16/2005 3:00,102
5/16/2005 6:00,171
5/16/2005 9:00,1024
5/16/2005 12:00,1036
5/16/2005 15:00,942
5/16/2005 18:00,1218
5/16/2005 21:00,929
5/17/2005 0:00,780
5/17/2005 3:00,96
5/17/2005 6:00,161
5/17/2005 9:00,1153
5/17/2005 12:00,1005
5/17/2005 15:00,1017
5/17/2005 18:00,1273
5/17/2005 21:00,900
5/18/2005 0:00,781
5/18/2005 3:00,143
5/18/2005 6:00,183
5/18/2005 9:00,1170
5/18/2005 12:00,989
5/18/2005 15:00,1138
5/18/2005 18:00,1447
5/18/2005 21:00,901
5/19/2005 0:00,514
5/19/2005 3:00,145
5/19/2005 6:00,198
5/19/2005 9:00,1156
5/19/2005 12:00,939
5/19/2005 15:00,1096
5/19/2005 18:00,1150
5/19/2005 21:00,891
5/20/2005 0:00,572
5/20/2005 3:00,304
5/20/2005 6:00,176
5/20/2005 9:00,1159
5/20/2005 12:00,1049
5/20/2005 15:00,1176
5/20/2005 18:00,1150
5/20/2005 21:00,984
5/21/2005 0:00,1127
5/21/2005 3:00,282
5/21/2005 6:00,133
5/21/2005 9:00,564
5/21/2005 12:00,807
5/21/2005 15:00,877
5/21/2005 18:00,1365
5/21/2005 21:00,1055
5/22/2005 0:00,683
5/22/2005 3:00,280
5/22/2005 6:00,132
5/22/2005 9:00,327
5/22/2005 12:00,750
5/22/2005 15:00,915
5/22/2005 18:00,1342
5/22/2005 21:00,774
5/23/2005 0:00,451
5/23/2005 3:00,106
5/23/2005 6:00,183
5/23/2005 9:00,1063
5/23/2005 12:00,956
5/23/2005 15:00,1080
5/23/2005 18:00,1080
5/23/2005 21:00,1080
5/24/2005 0:00,1080
5/24/2005 3:00,1080
5/24/2005 6:00,1080
5/24/2005 9:00,1227
5/24/2005 12:00,1033
5/24/2005 15:00,1045
5/24/2005 18:00,1143
5/24/2005 21:00,1243
5/25/2005 0:00,1224
5/25/2005 3:00,1224
5/25/2005 6:00,1224
5/25/2005 9:00,1264
5/25/2005 12:00,1075
5/25/2005 15:00,925
5/25/2005 18:00,1270
5/25/2005 21:00,1005
5/26/2005 0:00,476
5/26/2005 3:00,149
5/26/2005 6:00,163
5/26/2005 9:00,1029
5/26/2005 12:00,1062
5/26/2005 15:00,948
5/26/2005 18:00,1113
5/26/2005 21:00,928
5/27/2005 0:00,481
5/27/2005 3:00,179
5/27/2005 6:00,171
5/27/2005 9:00,946
5/27/2005 12:00,1095
5/27/2005 15:00,1069
5/27/2005 18:00,1192
5/27/2005 21:00,950
5/28/2005 0:00,619
5/28/2005 3:00,207
5/28/2005 6:00,152
5/28/2005 9:00,444
5/28/2005 12:00,708
5/28/2005 15:00,854
5/28/2005 18:00,881
5/28/2005 21:00,947
5/29/2005 0:00,748
5/29/2005 3:00,217
5/29/2005 6:00,114
5/29/2005 9:00,290
5/29/2005 12:00,648
5/29/2005 15:00,808
5/29/2005 18:00,774
5/29/2005 21:00,660
5/30/2005 0:00,570
5/30/2005 3:00,187
5/30/2005 6:00,102
5/30/2005 9:00,311
5/30/2005 12:00,566
5/30/2005 15:00,704
5/30/2005 18:00,634
5/30/2005 21:00,1074
5/31/2005 0:00,391
5/31/2005 3:00,84
5/31/2005 6:00,162
5/31/2005 9:00,1076
5/31/2005 12:00,1080
5/31/2005 15:00,1169
5/31/2005 18:00,1145
5/31/2005 21:00,826
6/1/2005 0:00,728
6/1/2005 3:00,117
6/1/2005 6:00,197
6/1/2005 9:00,1082
6/1/2005 12:00,945
6/1/2005 15:00,955
6/1/2005 18:00,1279
6/1/2005 21:00,920
6/2/2005 0:00,1020
6/2/2005 3:00,123
6/2/2005 6:00,159
6/2/2005 9:00,1103
6/2/2005 12:00,1039
6/2/2005 15:00,976
6/2/2005 18:00,1150
6/2/2005 21:00,897
6/3/2005 0:00,664
6/3/2005 3:00,141
6/3/2005 6:00,190
6/3/2005 9:00,1052
6/3/2005 12:00,1012
6/3/2005 15:00,1015
6/3/2005 18:00,1133
6/3/2005 21:00,1051
6/4/2005 0:00,1003
6/4/2005 3:00,266
6/4/2005 6:00,107
6/4/2005 9:00,458
6/4/2005 12:00,795
6/4/2005 15:00,1038
6/4/2005 18:00,1049
6/4/2005 21:00,877
6/5/2005 0:00,1149
6/5/2005 3:00,248
6/5/2005 6:00,111
6/5/2005 9:00,274
6/5/2005 12:00,744
6/5/2005 15:00,917
6/5/2005 18:00,1097
6/5/2005 21:00,691
6/6/2005 0:00,402
6/6/2005 3:00,130
6/6/2005 6:00,190
6/6/2005 9:00,1178
6/6/2005 12:00,1056
6/6/2005 15:00,1014
6/6/2005 18:00,1371
6/6/2005 21:00,946
6/7/2005 0:00,690
6/7/2005 3:00,138
6/7/2005 6:00,181
6/7/2005 9:00,1092
6/7/2005 12:00,908
6/7/2005 15:00,997
6/7/2005 18:00,1142
6/7/2005 21:00,811
6/8/2005 0:00,714
6/8/2005 3:00,118
6/8/2005 6:00,161
6/8/2005 9:00,1241
6/8/2005 12:00,970
6/8/2005 15:00,1005
6/8/2005 18:00,1286
6/8/2005 21:00,843
6/9/2005 0:00,651
6/9/2005 3:00,134
6/9/2005 6:00,156
6/9/2005 9:00,1163
6/9/2005 12:00,958
6/9/2005 15:00,901
6/9/2005 18:00,1191
6/9/2005 21:00,839
6/10/2005 0:00,526
6/10/2005 3:00,136
6/10/2005 6:00,184
6/10/2005 9:00,1010
6/10/2005 12:00,995
6/10/2005 15:00,1143
6/10/2005 18:00,1136
6/10/2005 21:00,883
6/11/2005 0:00,1054
6/11/2005 3:00,237
6/11/2005 6:00,154
6/11/2005 9:00,496
6/11/2005 12:00,922
6/11/2005 15:00,972
6/11/2005 18:00,1080
6/11/2005 21:00,811
6/12/2005 0:00,1108
6/12/2005 3:00,322
6/12/2005 6:00,138
6/12/2005 9:00,295
6/12/2005 12:00,842
6/12/2005 15:00,956
6/12/2005 18:00,1308
6/12/2005 21:00,711
6/13/2005 0:00,439
6/13/2005 3:00,136
6/13/2005 6:00,175
6/13/2005 9:00,1017
6/13/2005 12:00,1018
6/13/2005 15:00,1041
6/13/2005 18:00,1279
6/13/2005 21:00,898
6/14/2005 0:00,407
6/14/2005 3:00,94
6/14/2005 6:00,177
6/14/2005 9:00,1127
6/14/2005 12:00,1031
6/14/2005 15:00,1053
6/14/2005 18:00,1117
6/14/2005 21:00,945
6/15/2005 0:00,424
6/15/2005 3:00,144
6/15/2005 6:00,160
6/15/2005 9:00,999
6/15/2005 12:00,422
6/15/2005 15:00,1044
6/15/2005 18:00,1326
6/15/2005 21:00,913
6/16/2005 0:00,464
6/16/2005 3:00,134
6/16/2005 6:00,163
6/16/2005 9:00,1112
6/16/2005 12:00,1004
6/16/2005 15:00,1005
6/16/2005 18:00,1056
6/16/2005 21:00,876
6/17/2005 0:00,424
6/17/2005 3:00,137
6/17/2005 6:00,183
6/17/2005 9:00,1062
6/17/2005 12:00,947
6/17/2005 15:00,1143
6/17/2005 18:00,1158
6/17/2005 21:00,1054
6/18/2005 0:00,537
6/18/2005 3:00,245
6/18/2005 6:00,107
6/18/2005 9:00,635
6/18/2005 12:00,1016
6/18/2005 15:00,919
6/18/2005 18:00,956
6/18/2005 21:00,895
6/19/2005 0:00,703
6/19/2005 3:00,307
6/19/2005 6:00,108
6/19/2005 9:00,330
6/19/2005 12:00,763
6/19/2005 15:00,852
6/19/2005 18:00,800
6/19/2005 21:00,780
6/20/2005 0:00,511
6/20/2005 3:00,132
6/20/2005 6:00,185
6/20/2005 9:00,1038
6/20/2005 12:00,967
6/20/2005 15:00,1006
6/20/2005 18:00,1126
6/20/2005 21:00,736
6/21/2005 0:00,444
6/21/2005 3:00,107
6/21/2005 6:00,194
6/21/2005 9:00,1018
6/21/2005 12:00,959
6/21/2005 15:00,1008
6/21/2005 18:00,1127
6/21/2005 21:00,916
6/22/2005 0:00,432
6/22/2005 3:00,125
6/22/2005 6:00,169
6/22/2005 9:00,1129
6/22/2005 12:00,1099
6/22/2005 15:00,901
6/22/2005 18:00,1160
6/22/2005 21:00,885
6/23/2005 0:00,569
6/23/2005 3:00,158
6/23/2005 6:00,196
6/23/2005 9:00,1080
6/23/2005 12:00,1075
6/23/2005 15:00,1087
6/23/2005 18:00,1184
6/23/2005 21:00,890
6/24/2005 0:00,448
6/24/2005 3:00,139
6/24/2005 6:00,148
6/24/2005 9:00,1082
6/24/2005 12:00,1061
6/24/2005 15:00,1058
6/24/2005 18:00,1289
6/24/2005 21:00,921
6/25/2005 0:00,649
6/25/2005 3:00,188
6/25/2005 6:00,117
6/25/2005 9:00,527
6/25/2005 12:00,845
6/25/2005 15:00,927
6/25/2005 18:00,905
6/25/2005 21:00,893
6/26/2005 0:00,712
6/26/2005 3:00,261
6/26/2005 6:00,139
6/26/2005 9:00,334
6/26/2005 12:00,674
6/26/2005 15:00,914
6/26/2005 18:00,997
6/26/2005 21:00,697
6/27/2005 0:00,403
6/27/2005 3:00,2
6/27/2005 6:00,179
6/27/2005 9:00,1130
6/27/2005 12:00,940
6/27/2005 15:00,847
6/27/2005 18:00,972
6/27/2005 21:00,972
6/28/2005 0:00,972
6/28/2005 3:00,972
6/28/2005 6:00,972
6/28/2005 9:00,1024
6/28/2005 12:00,864
6/28/2005 15:00,864
6/28/2005 18:00,864
6/28/2005 21:00,864
6/29/2005 0:00,864
6/29/2005 3:00,864
6/29/2005 6:00,864
6/29/2005 9:00,996
6/29/2005 12:00,1063
6/29/2005 15:00,1134
6/29/2005 18:00,1381
6/29/2005 21:00,878
6/30/2005 0:00,492
6/30/2005 3:00,134
6/30/2005 6:00,179
6/30/2005 9:00,1176
6/30/2005 12:00,991
6/30/2005 15:00,1017
6/30/2005 18:00,1235
6/30/2005 21:00,845
7/1/2005 0:00,478
7/1/2005 3:00,158
7/1/2005 6:00,182
7/1/2005 9:00,928
7/1/2005 12:00,971
7/1/2005 15:00,1148
7/1/2005 18:00,1083
7/1/2005 21:00,805
7/2/2005 0:00,938
7/2/2005 3:00,202
7/2/2005 6:00,139
7/2/2005 9:00,449
7/2/2005 12:00,815
7/2/2005 15:00,983
7/2/2005 18:00,1072
7/2/2005 21:00,745
7/3/2005 0:00,623
7/3/2005 3:00,230
7/3/2005 6:00,127
7/3/2005 9:00,258
7/3/2005 12:00,715
7/3/2005 15:00,987
7/3/2005 18:00,822
7/3/2005 21:00,649
7/4/2005 0:00,1035
7/4/2005 3:00,227
7/4/2005 6:00,89
7/4/2005 9:00,249
7/4/2005 12:00,360
7/4/2005 15:00,360
7/4/2005 18:00,360
7/4/2005 21:00,360
7/5/2005 0:00,360
7/5/2005 3:00,360
7/5/2005 6:00,360
7/5/2005 9:00,377
7/5/2005 12:00,1119
7/5/2005 15:00,1110
7/5/2005 18:00,1240
7/5/2005 21:00,933
7/6/2005 0:00,389
7/6/2005 3:00,138
7/6/2005 6:00,160
7/6/2005 9:00,1174
7/6/2005 12:00,1004
7/6/2005 15:00,825
7/6/2005 18:00,1126
7/6/2005 21:00,931
7/7/2005 0:00,434
7/7/2005 3:00,123
7/7/2005 6:00,147
7/7/2005 9:00,1170
7/7/2005 12:00,990
7/7/2005 15:00,1151
7/7/2005 18:00,1279
7/7/2005 21:00,944
7/8/2005 0:00,502
7/8/2005 3:00,147
7/8/2005 6:00,170
7/8/2005 9:00,1126
7/8/2005 12:00,1099
7/8/2005 15:00,1186
7/8/2005 18:00,1127
7/8/2005 21:00,1081
7/9/2005 0:00,629
7/9/2005 3:00,276
7/9/2005 6:00,112
7/9/2005 9:00,456
7/9/2005 12:00,640
7/9/2005 15:00,875
7/9/2005 18:00,928
7/9/2005 21:00,816
7/10/2005 0:00,706
7/10/2005 3:00,238
7/10/2005 6:00,110
7/10/2005 9:00,313
7/10/2005 12:00,537
7/10/2005 15:00,598
7/10/2005 18:00,667
7/10/2005 21:00,664
7/11/2005 0:00,380
7/11/2005 3:00,125
7/11/2005 6:00,140
7/11/2005 9:00,1129
7/11/2005 12:00,898
7/11/2005 15:00,905
7/11/2005 18:00,1061
7/11/2005 21:00,798
7/12/2005 0:00,367
7/12/2005 3:00,110
7/12/2005 6:00,0
7/12/2005 9:00,122
7/12/2005 12:00,1399
7/12/2005 15:00,1340
7/12/2005 18:00,993
7/12/2005 21:00,900
7/13/2005 0:00,900
7/13/2005 3:00,900
7/13/2005 6:00,900
7/13/2005 9:00,1181
7/13/2005 12:00,1006
7/13/2005 15:00,949
7/13/2005 18:00,1185
7/13/2005 21:00,807
7/14/2005 0:00,495
7/14/2005 3:00,126
7/14/2005 6:00,108
7/14/2005 9:00,1167
7/14/2005 12:00,1136
7/14/2005 15:00,1037
7/14/2005 18:00,1201
7/14/2005 21:00,841
7/15/2005 0:00,897
7/15/2005 3:00,123
7/15/2005 6:00,178
7/15/2005 9:00,1131
7/15/2005 12:00,970
7/15/2005 15:00,1084
7/15/2005 18:00,1057
7/15/2005 21:00,1001
7/16/2005 0:00,1158
7/16/2005 3:00,217
7/16/2005 6:00,123
7/16/2005 9:00,502
7/16/2005 12:00,824
7/16/2005 15:00,932
7/16/2005 18:00,1268
7/16/2005 21:00,773
7/17/2005 0:00,756
7/17/2005 3:00,310
7/17/2005 6:00,146
7/17/2005 9:00,327
7/17/2005 12:00,732
7/17/2005 15:00,993
7/17/2005 18:00,1087
7/17/2005 21:00,883
7/18/2005 0:00,403
7/18/2005 3:00,123
7/18/2005 6:00,174
7/18/2005 9:00,1017
7/18/2005 12:00,1018
7/18/2005 15:00,1065
7/18/2005 18:00,1263
7/18/2005 21:00,948
7/19/2005 0:00,384
7/19/2005 3:00,137
7/19/2005 6:00,182
7/19/2005 9:00,1246
7/19/2005 12:00,1099
7/19/2005 15:00,1060
7/19/2005 18:00,1375
7/19/2005 21:00,1001
7/20/2005 0:00,477
7/20/2005 3:00,118
7/20/2005 6:00,192
7/20/2005 9:00,1188
7/20/2005 12:00,1136
7/20/2005 15:00,1175
7/20/2005 18:00,1116
7/20/2005 21:00,1116
7/21/2005 0:00,1116
7/21/2005 3:00,1116
7/21/2005 6:00,1075
7/21/2005 9:00,1091
7/21/2005 12:00,1174
7/21/2005 15:00,1159
7/21/2005 18:00,1314
7/21/2005 21:00,1058
7/22/2005 0:00,580
7/22/2005 3:00,145
7/22/2005 6:00,199
7/22/2005 9:00,1211
7/22/2005 12:00,1175
7/22/2005 15:00,1243
7/22/2005 18:00,1360
7/22/2005 21:00,1064
7/23/2005 0:00,637
7/23/2005 3:00,241
7/23/2005 6:00,126
7/23/2005 9:00,569
7/23/2005 12:00,939
7/23/2005 15:00,1062
7/23/2005 18:00,1002
7/23/2005 21:00,1027
7/24/2005 0:00,831
7/24/2005 3:00,292
7/24/2005 6:00,142
7/24/2005 9:00,371
7/24/2005 12:00,865
7/24/2005 15:00,947
7/24/2005 18:00,978
7/24/2005 21:00,887
7/25/2005 0:00,465
7/25/2005 3:00,119
7/25/2005 6:00,193
7/25/2005 9:00,1216
7/25/2005 12:00,1089
7/25/2005 15:00,1175
7/25/2005 18:00,1336
7/25/2005 21:00,927
7/26/2005 0:00,846
7/26/2005 3:00,134
7/26/2005 6:00,193
7/26/2005 9:00,1244
7/26/2005 12:00,1173
7/26/2005 15:00,1164
7/26/2005 18:00,1304
7/26/2005 21:00,1080
7/27/2005 0:00,872
7/27/2005 3:00,112
7/27/2005 6:00,155
7/27/2005 9:00,1248
7/27/2005 12:00,1175
7/27/2005 15:00,1101
7/27/2005 18:00,1362
7/27/2005 21:00,1078
7/28/2005 0:00,1004
7/28/2005 3:00,154
7/28/2005 6:00,173
7/28/2005 9:00,1319
7/28/2005 12:00,1267
7/28/2005 15:00,1305
7/28/2005 18:00,1586
7/28/2005 21:00,1253
7/29/2005 0:00,610
7/29/2005 3:00,161
7/29/2005 6:00,203
7/29/2005 9:00,1219
7/29/2005 12:00,1065
7/29/2005 15:00,1154
7/29/2005 18:00,1252
7/29/2005 21:00,1201
7/30/2005 0:00,1250
7/30/2005 3:00,329
7/30/2005 6:00,151
7/30/2005 9:00,578
7/30/2005 12:00,926
7/30/2005 15:00,1116
7/30/2005 18:00,1458
7/30/2005 21:00,1003
7/31/2005 0:00,757
7/31/2005 3:00,322
7/31/2005 6:00,149
7/31/2005 9:00,322
7/31/2005 12:00,852
7/31/2005 15:00,911
7/31/2005 18:00,1341
7/31/2005 21:00,838
8/1/2005 0:00,478
8/1/2005 3:00,141
8/1/2005 6:00,180
8/1/2005 9:00,1160
8/1/2005 12:00,1030
8/1/2005 15:00,1027
8/1/2005 18:00,1340
8/1/2005 21:00,936
8/2/2005 0:00,418
8/2/2005 3:00,132
8/2/2005 6:00,185
8/2/2005 9:00,1200
8/2/2005 12:00,1147
8/2/2005 15:00,1166
8/2/2005 18:00,1334
8/2/2005 21:00,997
8/3/2005 0:00,487
8/3/2005 3:00,131
8/3/2005 6:00,185
8/3/2005 9:00,1175
8/3/2005 12:00,1109
8/3/2005 15:00,1221
8/3/2005 18:00,1371
8/3/2005 21:00,971
8/4/2005 0:00,510
8/4/2005 3:00,137
8/4/2005 6:00,179
8/4/2005 9:00,1235
8/4/2005 12:00,1084
8/4/2005 15:00,1080
8/4/2005 18:00,1216
8/4/2005 21:00,1079
8/5/2005 0:00,587
8/5/2005 3:00,183
8/5/2005 6:00,178
8/5/2005 9:00,1180
8/5/2005 12:00,1145
8/5/2005 15:00,1177
8/5/2005 18:00,1284
8/5/2005 21:00,1120
8/6/2005 0:00,663
8/6/2005 3:00,251
8/6/2005 6:00,143
8/6/2005 9:00,547
8/6/2005 12:00,860
8/6/2005 15:00,1034
8/6/2005 18:00,1014
8/6/2005 21:00,905
8/7/2005 0:00,773
8/7/2005 3:00,323
8/7/2005 6:00,143
8/7/2005 9:00,334
8/7/2005 12:00,729
8/7/2005 15:00,949
8/7/2005 18:00,903
8/7/2005 21:00,796
8/8/2005 0:00,410
8/8/2005 3:00,132
8/8/2005 6:00,190
8/8/2005 9:00,1051
8/8/2005 12:00,1018
8/8/2005 15:00,1076
8/8/2005 18:00,1208
8/8/2005 21:00,891
8/9/2005 0:00,415
8/9/2005 3:00,122
8/9/2005 6:00,166
8/9/2005 9:00,1024
8/9/2005 12:00,1080
8/9/2005 15:00,970
8/9/2005 18:00,978
8/9/2005 21:00,795
8/10/2005 0:00,825
8/10/2005 3:00,123
8/10/2005 6:00,179
8/10/2005 9:00,1170
8/10/2005 12:00,1106
8/10/2005 15:00,1137
8/10/2005 18:00,1304
8/10/2005 21:00,1127
8/11/2005 0:00,921
8/11/2005 3:00,183
8/11/2005 6:00,196
8/11/2005 9:00,1161
8/11/2005 12:00,1119
8/11/2005 15:00,1137
8/11/2005 18:00,1296
8/11/2005 21:00,1112
8/12/2005 0:00,900
8/12/2005 3:00,138
8/12/2005 6:00,171
8/12/2005 9:00,1134
8/12/2005 12:00,1162
8/12/2005 15:00,1218
8/12/2005 18:00,1302
8/12/2005 21:00,1092
8/13/2005 0:00,1102
8/13/2005 3:00,323
8/13/2005 6:00,131
8/13/2005 9:00,561
8/13/2005 12:00,860
8/13/2005 15:00,1066
8/13/2005 18:00,1581
8/13/2005 21:00,1074
8/14/2005 0:00,733
8/14/2005 3:00,263
8/14/2005 6:00,149
8/14/2005 9:00,636
8/14/2005 12:00,929
8/14/2005 15:00,982
8/14/2005 18:00,1412
8/14/2005 21:00,791
8/15/2005 0:00,402
8/15/2005 3:00,134
8/15/2005 6:00,154
8/15/2005 9:00,950
8/15/2005 12:00,903
8/15/2005 15:00,963
8/15/2005 18:00,1082
8/15/2005 21:00,791
8/16/2005 0:00,362
8/16/2005 3:00,107
8/16/2005 6:00,185
8/16/2005 9:00,1072
8/16/2005 12:00,1102
8/16/2005 15:00,1184
8/16/2005 18:00,1330
8/16/2005 21:00,1226
8/17/2005 0:00,451
8/17/2005 3:00,135
8/17/2005 6:00,186
8/17/2005 9:00,1204
8/17/2005 12:00,1092
8/17/2005 15:00,1103
8/17/2005 18:00,1416
8/17/2005 21:00,988
8/18/2005 0:00,548
8/18/2005 3:00,154
8/18/2005 6:00,156
8/18/2005 9:00,1029
8/18/2005 12:00,985
8/18/2005 15:00,1074
8/18/2005 18:00,1092
8/18/2005 21:00,852
8/19/2005 0:00,452
8/19/2005 3:00,124
8/19/2005 6:00,171
8/19/2005 9:00,1000
8/19/2005 12:00,978
8/19/2005 15:00,1081
8/19/2005 18:00,1088
8/19/2005 21:00,1040
